message_idx,dt_utc,symbol,side,leverage,entry_a,entry_b,sl,tp1,tp2,tp3,raw_text,entry_low,entry_high,entry_mid,zone_pct,sl_extra_pct,tp1_pct,tp2_pct,tp3_pct
1039,2025-08-22T10:56:34+00:00,JTO,long,30,1.7773,1.6083,1.5508,1.8011,1.8392,1.9286,"заходжу в jto long 30x
📈
📣
точка входу: 1.7773 - 1.6083
✅
тейк-профіт: 1.8011,1.8392,1.9286
🤚
стоп-лосс: 1.5508
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.6083,1.7773,1.6928,0.09983459357277885,0.03575203631163347,0.013391098857817937,0.034828110054577074,0.08512912845327181
1052,2025-08-25T11:04:54+00:00,INJ,short,25,13.476,14.939,15.46,13.305,12.917,12.398,"заходжу в inj short 25x
📈
📣
точка входу: 13.476 - 14.939
✅
тейк-профіт: 13.305,12.917,12.398
🤚
стоп-лосс: 15.460
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",13.476,14.939,14.2075,0.10297378145345763,0.034875158979851446,0.012689225289403468,0.04148115167705558,0.07999406352033253
1056,2025-08-26T11:38:51+00:00,DOT,long,30,3.8,3.435,3.264,3.849,3.948,4.139,"заходжу в dot long 30x
📈
📣
точка входу: 3.800 - 3.435
✅
тейк-профіт: 3.849,3.948,4.139
🤚
стоп-лосс: 3.264
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.435,3.8,3.6174999999999997,0.100898410504492,0.049781659388646364,0.012894736842105363,0.03894736842105267,0.08921052631578959
1061,2025-08-27T11:15:32+00:00,RENDER,long,30,3.616,3.278,3.136,3.674,3.799,3.949,"заходжу в render long 30x
📈
📣
точка входу: 3.616 - 3.278
✅
тейк-профіт: 3.674,3.799,3.949
🤚
стоп-лосс: 3.136
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.278,3.616,3.447,0.09805628082390487,0.04331909701037215,0.01603982300884951,0.05060840707964597,0.0920907079646017
1070,2025-08-29T12:04:07+00:00,DOT,short,25,3.795,4.146,4.277,3.744,3.66,3.583,"заходжу в dot short 25x
📈
📣
точка входу: 3.795 - 4.146
✅
тейк-профіт: 3.744,3.660,3.583
🤚
стоп-лосс: 4.277
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.795,4.146,3.9705,0.08840196448809973,0.03159671972986016,0.013438735177865537,0.035573122529644216,0.05586297760210797
1080,2025-09-01T10:18:05+00:00,RENDER,long,30,3.483,3.136,3.023,3.549,3.628,3.78,"заходжу в render long 30x
📈
📣
точка входу: 3.483 - 3.136
✅
тейк-профіт: 3.549,3.628,3.780
🤚
стоп-лосс: 3.023
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.136,3.483,3.3095,0.10484967517751925,0.03603316326530612,0.01894918173987937,0.041630778064886596,0.08527131782945728
1086,2025-09-02T10:39:28+00:00,DOT,long,30,3.783,3.436,3.3,3.853,3.983,4.134,"заходжу в dot long 30x
📈
📣
точка входу: 3.783 - 3.436
✅
тейк-профіт: 3.853,3.983,4.134
🤚
стоп-лосс: 3.300
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.436,3.783,3.6094999999999997,0.0961351987809946,0.03958090803259608,0.018503832936822704,0.052868094105207555,0.09278350515463929
1092,2025-09-03T10:53:19+00:00,SUI,long,30,3.3338,3.009,2.8841,3.3727,3.4378,3.5809,"заходжу в sui long 30x
📈
📣
точка входу: 3.3338 - 3.0090
✅
тейк-профіт: 3.3727,3.4378,3.5809
🤚
стоп-лосс: 2.8841
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.009,3.3338,3.1714,0.10241533707510884,0.04150880691259548,0.011668366428699962,0.031195632611434425,0.07411962325274464
1102,2025-09-05T10:54:47+00:00,SUI,long,30,3.379,3.0646,2.9123,3.4202,3.4923,3.6427,"заходжу в sui long 30x
📈
📣
точка входу: 3.3790 - 3.0646
✅
тейк-профіт: 3.4202,3.4923,3.6427
🤚
стоп-лосс: 2.9123
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.0646,3.379,3.2218,0.09758520081941773,0.049696534621157695,0.012192956496004707,0.033530630364013075,0.0780408404853507
1112,2025-09-08T11:04:09+00:00,ONDO,long,30,0.9261,0.8448,0.8047,0.941,0.9618,0.991,"заходжу в ondo long 30x
📈
📣
точка входу: 0.9261 - 0.8448
✅
тейк-профіт: 0.9410,0.9618,0.9910
🤚
стоп-лосс: 0.8047
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.8448,0.9261,0.8854500000000001,0.09181771980348978,0.04746685606060609,0.01608897527264865,0.03854875283446707,0.07007882518086594
1119,2025-09-09T11:03:54+00:00,IMX,long,30,0.5556,0.5008,0.4772,0.5664,0.5765,0.6022,"заходжу в imx long 30x
📈
📣
точка входу: 0.5556 - 0.5008
✅
тейк-профіт: 0.5664,0.5765,0.6022
🤚
стоп-лосс: 0.4772
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.5008,0.5556,0.5282,0.1037485800833017,0.04712460063897765,0.019438444924406106,0.0376169906407488,0.08387329013678901
1123,2025-09-10T12:23:20+00:00,FET,short,25,0.643,0.7021,0.7232,0.634,0.6237,0.6123,"заходжу в fet short 25x
📈
📣
точка входу: 0.6430 - 0.7021
✅
тейк-профіт: 0.6340,0.6237,0.6123
🤚
стоп-лосс: 0.7232
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.643,0.7021,0.67255,0.08787450747156335,0.030052699045719996,0.013996889580093324,0.03001555209953341,0.04774494556765173
1129,2025-09-12T11:29:54+00:00,AAVE,long,30,311.83,284.32,275.06,316.18,321.75,330.62,"заходжу в aave long 30x
📈
📣
точка входу: 311.83 - 284.32
✅
тейк-профіт: 316.18,321.75,330.62
🤚
стоп-лосс: 275.06
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",284.32,311.83,298.075,0.09229220833682795,0.0325689364096792,0.013949908604047151,0.031812205368309705,0.06025719141840112
1139,2025-09-15T11:44:30+00:00,INJ,long,30,13.632,12.359,11.848,13.89,14.306,14.732,"заходжу в inj long 30x
📈
📣
точка входу: 13.632 - 12.359
✅
тейк-профіт: 13.890,14.306,14.732
🤚
стоп-лосс: 11.848
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",12.359,13.632,12.9955,0.09795698511023045,0.04134638724815917,0.018926056338028234,0.04944248826291076,0.08069248826291077
1145,2025-09-16T10:18:40+00:00,FET,long,30,0.6483,0.5906,0.566,0.6584,0.6746,0.695,"заходжу в fet long 30x
📈
📣
точка входу: 0.6483 - 0.5906
✅
тейк-профіт: 0.6584,0.6746,0.6950
🤚
стоп-лосс: 0.5660
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.5906,0.6483,0.6194500000000001,0.09314714666236172,0.04165255672197776,0.015579207157180315,0.04056763843899428,0.0720345519049822
1149,2025-09-17T12:49:05+00:00,RENDER,long,30,3.814,3.492,3.363,3.863,3.994,4.139,"заходжу в render long 30x
📈
📣
точка входу: 3.814 - 3.492
✅
тейк-профіт: 3.863,3.994,4.139
🤚
стоп-лосс: 3.363
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.492,3.814,3.653,0.08814672871612375,0.036941580756013746,0.012847404299947544,0.047194546407970675,0.0852123754588359
1156,2025-09-19T12:22:57+00:00,RENDER,short,25,3.955,4.283,4.425,3.911,3.817,3.721,"заходжу в render short 25x
📈
📣
точка входу: 3.955 - 4.283
✅
тейк-профіт: 3.911,3.817,3.721
🤚
стоп-лосс: 4.425
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.955,4.283,4.119,0.07963097839281387,0.03315433107634823,0.011125158027812904,0.034892541087231325,0.05916561314791403
1165,2025-09-22T11:51:43+00:00,RENDER,long,30,3.691,3.357,3.207,3.749,3.907,4.046,"заходжу в render long 30x
📈
📣
точка входу: 3.691 - 3.357
✅
тейк-профіт: 3.749,3.907,4.046
🤚
стоп-лосс: 3.207
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.357,3.691,3.524,0.09477866061293974,0.04468275245755149,0.015713898672446568,0.05852072609049044,0.09617989704687088
1170,2025-09-23T11:25:17+00:00,ADA,long,30,0.82461,0.74825,0.71988,0.83314,0.86232,0.89264,"заходжу в ada long 30x
📈
📣
точка входу: 0.82461 - 0.74825
✅
тейк-профіт: 0.83314,0.86232,0.89264
🤚
стоп-лосс: 0.71988
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.74825,0.82461,0.78643,0.09709700799816892,0.03791513531573673,0.01034428396454086,0.04573070906246592,0.08249960587429214
1174,2025-09-24T10:30:36+00:00,NEAR,long,30,3.025,2.7361,2.5945,3.0706,3.1389,3.3224,"заходжу в near long 30x
📈
📣
точка входу: 3.0250 - 2.7361
✅
тейк-профіт: 3.0706,3.1389,3.3224
🤚
стоп-лосс: 2.5945
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.7361,3.025,2.88055,0.10029334675669575,0.05175249442637329,0.015074380165289359,0.03765289256198351,0.09831404958677689
1182,2025-09-26T10:43:42+00:00,INJ,short,25,11.493,12.627,13.138,11.274,11.032,10.594,"заходжу в inj short 25x
📈
📣
точка входу: 11.493 - 12.627
✅
тейк-профіт: 11.274,11.032,10.594
🤚
стоп-лосс: 13.138
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",11.493,12.627,12.06,0.09402985074626868,0.040468836619941335,0.019055077003393473,0.040111372139563235,0.07822152614635003
1191,2025-09-29T11:27:45+00:00,DOT,long,30,3.984,3.617,3.444,4.033,4.094,4.296,"заходжу в dot long 30x
📈
📣
точка входу: 3.984 - 3.617
✅
тейк-профіт: 4.033,4.094,4.296
🤚
стоп-лосс: 3.444
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",3.617,3.984,3.8005,0.09656624128404157,0.04782969311584187,0.012299196787148688,0.027610441767068353,0.07831325301204826
1196,2025-09-30T10:36:35+00:00,INJ,short,25,11.74,12.757,13.289,11.597,11.361,10.9,"заходжу в inj short 25x
📈
📣
точка входу: 11.740 - 12.757
✅
тейк-профіт: 11.597,11.361,10.900
🤚
стоп-лосс: 13.289
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",11.74,12.757,12.2485,0.08303057517247006,0.0417025946539155,0.012180579216354402,0.032282793867120914,0.0715502555366269
1202,2025-10-01T12:11:14+00:00,NEAR,long,30,2.8102,2.5634,2.4537,2.8551,2.919,3.042,"заходжу в near long 30x
📈
📣
точка входу: 2.8102 - 2.5634
✅
тейк-профіт: 2.8551,2.9190,3.0420
🤚
стоп-лосс: 2.4537
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.5634,2.8102,2.6868,0.09185648354920349,0.04279472575485688,0.015977510497473545,0.038716105615258706,0.08248523236780292
1210,2025-10-03T10:29:50+00:00,NEAR,long,30,2.9279,2.6585,2.5501,2.9623,3.039,3.1643,"заходжу в near long 30x
📈
📣
точка входу: 2.9279 - 2.6585
✅
тейк-профіт: 2.9623,3.0390,3.1643
🤚
стоп-лосс: 2.5501
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.6585,2.9279,2.7932,0.09644851782901334,0.0407748730487117,0.011749035144642837,0.037945285016564766,0.08074046244748787
1221,2025-10-06T11:26:23+00:00,ADA,long,30,0.85091,0.77465,0.73986,0.86032,0.88475,0.91658,"заходжу в ada long 30x
📈
📣
точка входу: 0.85091 - 0.77465
✅
тейк-профіт: 0.86032,0.88475,0.91658
🤚
стоп-лосс: 0.73986
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.77465,0.85091,0.8127800000000001,0.09382612761140788,0.04491060478925965,0.01105874886885795,0.03976918828078173,0.07717619959807723
1228,2025-10-07T12:04:56+00:00,ORDI,long,30,8.626,7.849,7.447,8.786,8.915,9.185,"заходжу в ordi long 30x
📈
📣
точка входу: 8.626 - 7.849
✅
тейк-профіт: 8.786,8.915,9.185
🤚
стоп-лосс: 7.447
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",7.849,8.626,8.2375,0.0943247344461304,0.05121671550515991,0.018548574078367745,0.03350336192905167,0.06480408068629737
1235,2025-10-08T11:17:53+00:00,NEAR,short,25,2.9445,3.1969,3.3276,2.8902,2.8427,2.712,"заходжу в near short 25x
📈
📣
точка входу: 2.9445 - 3.1969
✅
тейк-профіт: 2.8902,2.8427,2.7120
🤚
стоп-лосс: 3.3276
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.9445,3.1969,3.0707,0.08219624189924113,0.040883355750883685,0.01844116148751911,0.03457293258617773,0.07896077432501271
1243,2025-10-10T12:05:24+00:00,LDO,long,30,1.1921,1.0817,1.0339,1.2101,1.2383,1.2946,"заходжу в ldo long 30x
📈
📣
точка входу: 1.1921 - 1.0817
✅
тейк-профіт: 1.2101,1.2383,1.2946
🤚
стоп-лосс: 1.0339
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",1.0817,1.1921,1.1369,0.0971061658896999,0.044189701395950874,0.015099404412381525,0.03875513799177923,0.08598271957050586
1252,2025-10-13T11:09:25+00:00,BCH,long,30,545.63,497.13,475.66,552.13,566.66,582.72,"заходжу в bch long 30x
📈
📣
точка входу: 545.63 - 497.13
✅
тейк-профіт: 552.13,566.66,582.72
🤚
стоп-лосс: 475.66
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",497.13,545.63,521.38,0.09302236372703211,0.043187898537605796,0.011912834704836612,0.038542602129648246,0.0679764675695985
1256,2025-10-14T11:32:30+00:00,SUI,short,25,2.6812,2.9616,3.0637,2.6417,2.5704,2.4317,"заходжу в sui short 25x
📈
📣
точка входу: 2.6812 - 2.9616
✅
тейк-профіт: 2.6417,2.5704,2.4317
🤚
стоп-лосс: 3.0637
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.6812,2.9616,2.8213999999999997,0.09938328489402416,0.03447460831982715,0.014732209458451391,0.04132477994927653,0.09305534835148435
1260,2025-10-15T11:02:52+00:00,NEAR,short,25,2.4405,2.6517,2.7819,2.4014,2.3382,2.202,"заходжу в near short 25x
📈
📣
точка входу: 2.4405 - 2.6517
✅
тейк-профіт: 2.4014,2.3382,2.2020
🤚
стоп-лосс: 2.7819
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.4405,2.6517,2.5461,0.08295039472133844,0.04910057698834705,0.0160213071091989,0.04191763982790414,0.09772587584511376
1269,2025-10-17T11:11:14+00:00,ETC,short,25,14.907,16.359,17.002,14.622,14.308,13.628,"заходжу в etc short 25x
📈
📣
точка входу: 14.907 - 16.359
✅
тейк-профіт: 14.622,14.308,13.628
🤚
стоп-лосс: 17.002
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",14.907,16.359,15.633000000000001,0.09288044521205154,0.03930558102573489,0.0191185349164822,0.040182464613939775,0.08579861809887972
1278,2025-10-20T11:34:29+00:00,INJ,long,30,8.866,8.016,7.606,8.96,9.243,9.697,"заходжу в inj long 30x
📈
📣
точка входу: 8.866 - 8.016
✅
тейк-профіт: 8.960,9.243,9.697
🤚
стоп-лосс: 7.606
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",8.016,8.866,8.440999999999999,0.10069896931643167,0.05114770459081838,0.010602300924881704,0.04252199413489744,0.09372885179336787
1284,2025-10-21T10:59:08+00:00,RENDER,short,25,2.458,2.684,2.798,2.418,2.359,2.269,"заходжу в render short 25x
📈
📣
точка входу: 2.458 - 2.684
✅
тейк-профіт: 2.418,2.359,2.269
🤚
стоп-лосс: 2.798
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.458,2.684,2.571,0.08790353947880201,0.042473919523099805,0.016273393002441024,0.040276647681041576,0.07689178193653379
1291,2025-10-22T10:42:12+00:00,LINK,short,25,17.39,18.959,19.912,17.1,16.727,16.034,"заходжу в link short 25x
📈
📣
точка входу: 17.390 - 18.959
✅
тейк-профіт: 17.100,16.727,16.034
🤚
стоп-лосс: 19.912
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",17.39,18.959,18.174500000000002,0.08632974772345862,0.05026636425971831,0.01667625071880386,0.03812535940195516,0.07797584818861424
1298,2025-10-24T12:04:07+00:00,RENDER,short,25,2.462,2.689,2.824,2.433,2.376,2.27,"заходжу в render short 25x
📈
📣
точка входу: 2.462 - 2.689
✅
тейк-профіт: 2.433,2.376,2.270
🤚
стоп-лосс: 2.824
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.462,2.689,2.5755,0.08813822558726456,0.05020453700260312,0.01177904142973207,0.03493095044679134,0.0779853777416735
1307,2025-10-27T11:36:19+00:00,ADA,long,30,0.67661,0.62173,0.59993,0.68558,0.70963,0.73401,"заходжу в ada long 30x
📈
📣
точка входу: 0.67661 - 0.62173
✅
тейк-профіт: 0.68558,0.70963,0.73401
🤚
стоп-лосс: 0.59993
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.62173,0.67661,0.64917,0.08453871867153448,0.03506345198076342,0.013257267850016881,0.048802116433395805,0.08483469058985235
1312,2025-10-28T11:21:55+00:00,SUI,long,30,2.6318,2.4072,2.3246,2.6623,2.7125,2.8007,"заходжу в sui long 30x
📈
📣
точка входу: 2.6318 - 2.4072
✅
тейк-профіт: 2.6623,2.7125,2.8007
🤚
стоп-лосс: 2.3246
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.4072,2.6318,2.5195,0.08914467156181788,0.03431372549019599,0.011589026521772159,0.030663424272361035,0.06417660916483009
1317,2025-10-29T10:37:40+00:00,DOT,long,30,3.092,2.848,2.705,3.128,3.22,3.351,"заходжу в dot long 30x
📈
📣
точка входу: 3.092 - 2.848
✅
тейк-профіт: 3.128,3.220,3.351
🤚
стоп-лосс: 2.705
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.848,3.092,2.9699999999999998,0.08215488215488223,0.0502106741573033,0.011642949547218638,0.041397153945666273,0.08376455368693399
1325,2025-10-31T10:23:26+00:00,AAVE,long,30,218.88,201.41,188.55,221.68,230.31,246.12,"заходжу в aave long 30x
📈
📣
точка входу: 218.88 - 201.41
✅
тейк-профіт: 221.68,230.31,246.12
🤚
стоп-лосс: 188.55
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",201.41,218.88,210.14499999999998,0.08313307478169835,0.06384985849759191,0.012792397660818767,0.05222039473684214,0.12445175438596495
1335,2025-11-03T09:47:11+00:00,XRP,short,25,2.4043,2.6098,2.7246,2.3709,2.306,2.2349,"заходжу в xrp short 25x
📈
📣
точка входу: 2.4043 - 2.6098
✅
тейк-профіт: 2.3709,2.3060,2.2349
🤚
стоп-лосс: 2.7246
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.4043,2.6098,2.50705,0.08196884784906555,0.043988045060924304,0.013891777232458644,0.04088508089672672,0.07045709769995424
1341,2025-11-04T11:59:06+00:00,ETC,long,30,14.983,13.713,13.069,15.239,15.836,16.419,"заходжу в etc long 30x
📈
📣
точка входу: 14.983 - 13.713
✅
тейк-профіт: 15.239,15.836,16.419
🤚
стоп-лосс: 13.069
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",13.713,14.983,14.347999999999999,0.08851407861722899,0.04696273608984164,0.017086030834946288,0.056931188680504556,0.09584195421477675
1347,2025-11-05T11:48:16+00:00,XRP,long,30,2.2373,2.0316,1.8573,2.2702,2.3659,2.4622,"заходжу в xrp long 30x
📈
📣
точка входу: 2.2373 - 2.0316
✅
тейк-профіт: 2.2702,2.3659,2.4622
🤚
стоп-лосс: 1.8573
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",2.0316,2.2373,2.13445,0.09637143057930603,0.08579444772593035,0.014705225048049057,0.05747999821213072,0.1005229517722256
1354,2025-11-07T12:33:46+00:00,INJ,short,25,6.495,7.158,7.475,6.415,6.27,6.029,"заходжу в inj short 25x
📈
📣
точка входу: 6.495 - 7.158
✅
тейк-профіт: 6.415,6.270,6.029
🤚
стоп-лосс: 7.475
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",6.495,7.158,6.8265,0.09712151175565813,0.04428611343950814,0.012317167051578148,0.03464203233256359,0.07174749807544267
1362,2025-11-10T11:10:40+00:00,LDO,long,30,0.8546,0.7787,0.7341,0.8631,0.8937,0.9247,"заходжу в ldo long 30x
📈
📣
точка входу: 0.8546 - 0.7787
✅
тейк-профіт: 0.8631,0.8937,0.9247
🤚
стоп-лосс: 0.7341
✍️
на графіку бачимо бичий наратив також зміну характеру ціни, зверху buy side liquidity, зараз знаходимось в зоні 1h брейкер блоку ордерів, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.7787,0.8546,0.81665,0.09294067225861762,0.05727494542185691,0.009946173648490465,0.045752398783056425,0.08202667914813941
1366,2025-11-11T11:49:50+00:00,ADA,short,25,0.57964,0.62935,0.65952,0.57393,0.55188,0.53476,"заходжу в ada short 25x
📈
📣
точка входу: 0.57964 - 0.62935
✅
тейк-профіт: 0.57393,0.55188,0.53476
🤚
стоп-лосс: 0.65952
✍️
на графіку бачимо ведмежий htf raid, також інвертацію фвг покупця, знизу sell side liquidity, зараз знаходимось в зоні ltf raid, звідси хочу побачити подальший рух!
заходимо в угоду на BingX
🔀",0.57964,0.62935,0.604495,0.08223393080174347,0.047938349090331345,0.009850941963977629,0.04789179490718378,0.07742736871161415
